Article ID	Year	Word Count	Archi Count	Archi Y/N	Archi Words	Ocean Count	Ocean Y/N	Ocean Words	Island Count	Island Y/N	Island Words	Continent Count	Continent Y/N	Continent Words	Water Count	Water Y/N	Sea Count	Sea Y/N	Mainland Count	Mainland Y/N	Mainland Words	Insular Count	Insular Y/N	Insular Words	Transnational Count	Transnational Y/N	Transnational Words	Pacific Count	Pacific Y/N	Pacific Words	Atlantic Count	Atlantic Y/N	Atlantic Words
1951_3_2_152-166_3031239	1951	7195	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_2_167-177_3031240	1951	4708	0	0	[]	0	0	[]	0	0	[]	1	1	['Continental']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_2_178-183_3031241	1951	2359	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	0	0	1	1	['mainland']	1	1	['insular']	0	0	[]	0	0	[]	0	0	[]
1951_3_2_183-185_3031242	1951	546	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_2_185-186_3031243	1951	458	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_2_186-188_3031244	1951	945	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_2_188-191_3031245	1951	1169	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_2_99-114_3031235	1951	7162	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	5	1	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
1951_3_3_195-203_3031194	1951	4122	0	0	[]	0	0	[]	3	1	['island', 'island', 'Island']	1	1	['continents']	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	1	1	['Pacific']	0	0	[]
1951_3_3_204-220_3031195	1951	7680	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	1	1	['Atlantic']
1951_3_3_221-231_3031196	1951	4813	0	0	[]	0	0	[]	0	0	[]	0	0	[]	8	1	0	0	0	0	[]	0	0	[]	0	0	[]	0	0	[]	0	0	[]
